start,end,resource,detail
163,164,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
152,171,"MEM.DownHalf.Native4x4.Weight.Read","reduction=11 waves=9 columns stagger=1 cycle"
167,176,"MXM.DownHalf.Native4x4.Compute","reduction=11 dst=sram"
176,182,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
173,176,"MEM.DownHalf.Native4x4.Activation.Read","reduction=12 K=384..415"
176,177,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
165,184,"MEM.DownHalf.Native4x4.Weight.Read","reduction=12 waves=9 columns stagger=1 cycle"
180,189,"MXM.DownHalf.Native4x4.Compute","reduction=12 dst=sram"
189,195,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
186,189,"MEM.DownHalf.Native4x4.Activation.Read","reduction=13 K=416..447"
189,190,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
178,197,"MEM.DownHalf.Native4x4.Weight.Read","reduction=13 waves=9 columns stagger=1 cycle"
193,202,"MXM.DownHalf.Native4x4.Compute","reduction=13 dst=sram"
202,208,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
199,202,"MEM.DownHalf.Native4x4.Activation.Read","reduction=14 K=448..479"
202,203,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
191,210,"MEM.DownHalf.Native4x4.Weight.Read","reduction=14 waves=9 columns stagger=1 cycle"
206,215,"MXM.DownHalf.Native4x4.Compute","reduction=14 dst=sram"
215,221,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
212,215,"MEM.DownHalf.Native4x4.Activation.Read","reduction=15 K=480..511"
215,216,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
204,223,"MEM.DownHalf.Native4x4.Weight.Read","reduction=15 waves=9 columns stagger=1 cycle"
219,228,"MXM.DownHalf.Native4x4.Compute","reduction=15 dst=sram"
228,234,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
225,228,"MEM.DownHalf.Native4x4.Activation.Read","reduction=16 K=512..543"
228,229,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
217,236,"MEM.DownHalf.Native4x4.Weight.Read","reduction=16 waves=9 columns stagger=1 cycle"
232,241,"MXM.DownHalf.Native4x4.Compute","reduction=16 dst=sram"
241,247,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
238,241,"MEM.DownHalf.Native4x4.Activation.Read","reduction=17 K=544..575"
241,242,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
230,249,"MEM.DownHalf.Native4x4.Weight.Read","reduction=17 waves=9 columns stagger=1 cycle"
245,254,"MXM.DownHalf.Native4x4.Compute","reduction=17 dst=sram"
254,260,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
251,254,"MEM.DownHalf.Native4x4.Activation.Read","reduction=18 K=576..607"
254,255,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
243,262,"MEM.DownHalf.Native4x4.Weight.Read","reduction=18 waves=9 columns stagger=1 cycle"
258,267,"MXM.DownHalf.Native4x4.Compute","reduction=18 dst=sram"
267,273,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
264,267,"MEM.DownHalf.Native4x4.Activation.Read","reduction=19 K=608..639"
267,268,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
256,275,"MEM.DownHalf.Native4x4.Weight.Read","reduction=19 waves=9 columns stagger=1 cycle"
271,280,"MXM.DownHalf.Native4x4.Compute","reduction=19 dst=sram"
280,286,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
277,280,"MEM.DownHalf.Native4x4.Activation.Read","reduction=20 K=640..671"
280,281,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
269,288,"MEM.DownHalf.Native4x4.Weight.Read","reduction=20 waves=9 columns stagger=1 cycle"
284,293,"MXM.DownHalf.Native4x4.Compute","reduction=20 dst=sram"
293,299,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
290,293,"MEM.DownHalf.Native4x4.Activation.Read","reduction=21 K=672..703"
293,294,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
282,301,"MEM.DownHalf.Native4x4.Weight.Read","reduction=21 waves=9 columns stagger=1 cycle"
297,306,"MXM.DownHalf.Native4x4.Compute","reduction=21 dst=sram"
306,312,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
303,306,"MEM.DownHalf.Native4x4.Activation.Read","reduction=22 K=704..735"
306,307,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
295,314,"MEM.DownHalf.Native4x4.Weight.Read","reduction=22 waves=9 columns stagger=1 cycle"
310,319,"MXM.DownHalf.Native4x4.Compute","reduction=22 dst=sram"
319,325,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
316,319,"MEM.DownHalf.Native4x4.Activation.Read","reduction=23 K=736..767"
319,320,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
308,327,"MEM.DownHalf.Native4x4.Weight.Read","reduction=23 waves=9 columns stagger=1 cycle"
323,332,"MXM.DownHalf.Native4x4.Compute","reduction=23 dst=sram"
332,338,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
329,332,"MEM.DownHalf.Native4x4.Activation.Read","reduction=24 K=768..799"
332,333,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
321,340,"MEM.DownHalf.Native4x4.Weight.Read","reduction=24 waves=9 columns stagger=1 cycle"
336,345,"MXM.DownHalf.Native4x4.Compute","reduction=24 dst=sram"
345,351,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
342,345,"MEM.DownHalf.Native4x4.Activation.Read","reduction=25 K=800..831"
345,346,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
334,353,"MEM.DownHalf.Native4x4.Weight.Read","reduction=25 waves=9 columns stagger=1 cycle"
349,358,"MXM.DownHalf.Native4x4.Compute","reduction=25 dst=sram"
358,364,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
355,358,"MEM.DownHalf.Native4x4.Activation.Read","reduction=26 K=832..863"
358,359,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
347,366,"MEM.DownHalf.Native4x4.Weight.Read","reduction=26 waves=9 columns stagger=1 cycle"
362,371,"MXM.DownHalf.Native4x4.Compute","reduction=26 dst=sram"
